#args: {'--batch-size': '32',epoch, train iter, train score
1, 50, 1.61
1, 100, 1.58
1, 150, 1.58
1, 200, 1.58
1, 250, 1.55
2, 300, 1.55
2, 350, 1.52
2, 400, 1.52
2, 450, 1.51
2, 500, 1.51
3, 550, 1.51
3, 600, 1.50
3, 650, 1.49
3, 700, 1.47
3, 750, 1.48
3, 800, 1.47
4, 850, 1.46
4, 900, 1.47
4, 950, 1.47
4, 1000, 1.47
4, 1050, 1.46
5, 1100, 1.45
5, 1150, 1.45
5, 1200, 1.46
5, 1250, 1.46
5, 1300, 1.44
6, 1350, 1.46
6, 1400, 1.45
6, 1450, 1.45
6, 1500, 1.45
6, 1550, 1.44
6, 1600, 1.42
