#args_tuples: [('--dropout', '0.3'), ('--train-src', None), ('--max-num-trial', '5'), ('--hidden-size', '20'), ('--data-aug-amount', '0.05'), ('--valid-niter', '200'), ('--help', False), ('--sample-size', '5'), ('test', False), ('MODEL_PATH', None), ('--train-tgt', None), ('--patience', '10'), ('--dev-tgt', None), ('--save-to', 'model.bin'), ('--cuda', True), ('train', True), ('--dev-perct', '1.0'), ('--data-aug-nx', '9'), ('--beam-size', '5'), ('--log-every', '50'), ('--clip-grad', '5.0'), ('--uniform-init', '0.1'), ('--lr-decay', '0.5'), ('--data-aug', 'gaussian'), ('--dev-src', None), ('--max-epoch', '1000'), ('--input-feed', False), ('--batch-size', '32'), ('--train-perct', '1.0'), ('--embed-size', '50'), ('--seed', '0'), ('--num-classes', '5'), ('--lr', '0.001'), ('--max-decoding-time-step', '70')]
#--dropout: 0.3
#--train-src: None
#--max-num-trial: 5
#--hidden-size: 20
#--data-aug-amount: 0.05
#--valid-niter: 200
#--help: False
#--sample-size: 5
#test: False
#MODEL_PATH: None
#--train-tgt: None
#--patience: 10
#--dev-tgt: None
#--save-to: model.bin
#--cuda: True
#train: True
#--dev-perct: 1.0
#--data-aug-nx: 9
#--beam-size: 5
#--log-every: 50
#--clip-grad: 5.0
#--uniform-init: 0.1
#--lr-decay: 0.5
#--data-aug: gaussian
#--dev-src: None
#--max-epoch: 1000
#--input-feed: False
#--batch-size: 32
#--train-perct: 1.0
#--embed-size: 50
#--seed: 0
#--num-classes: 5
#--lr: 0.001
#--max-decoding-time-step: 70
#epoch, train iter, train score
1, 50, 1.60
1, 100, 1.57
1, 150, 1.57
1, 200, 1.55
1, 250, 1.54
1, 300, 1.52
1, 350, 1.50
1, 400, 1.49
1, 450, 1.50
1, 500, 1.49
1, 550, 1.46
1, 600, 1.47
1, 650, 1.46
1, 700, 1.46
1, 750, 1.44
1, 800, 1.46
1, 850, 1.45
1, 900, 1.45
1, 950, 1.45
1, 1000, 1.45
1, 1050, 1.45
1, 1100, 1.43
1, 1150, 1.44
1, 1200, 1.42
1, 1250, 1.43
1, 1300, 1.43
1, 1350, 1.45
1, 1400, 1.44
1, 1450, 1.41
1, 1500, 1.40
1, 1550, 1.41
1, 1600, 1.45
1, 1650, 1.42
1, 1700, 1.43
1, 1750, 1.41
1, 1800, 1.43
1, 1850, 1.42
1, 1900, 1.40
1, 1950, 1.42
1, 2000, 1.42
1, 2050, 1.42
1, 2100, 1.41
1, 2150, 1.39
1, 2200, 1.43
1, 2250, 1.43
1, 2300, 1.37
1, 2350, 1.42
1, 2400, 1.40
1, 2450, 1.41
1, 2500, 1.42
1, 2550, 1.43
1, 2600, 1.39
1, 2650, 1.40
2, 2700, 1.37
2, 2750, 1.39
2, 2800, 1.39
2, 2850, 1.38
2, 2900, 1.37
2, 2950, 1.39
2, 3000, 1.36
2, 3050, 1.37
2, 3100, 1.37
2, 3150, 1.37
2, 3200, 1.38
2, 3250, 1.36
2, 3300, 1.39
2, 3350, 1.38
2, 3400, 1.40
2, 3450, 1.35
2, 3500, 1.40
2, 3550, 1.36
2, 3600, 1.35
2, 3650, 1.38
